uid,iid
5512,12514
5513,10304
5520,3895
5522,3764
5523,9183
5523,6710
5523,1824
5523,2081
5523,1185
5523,7943
5523,1268
5523,9602
5524,9496
5525,12224
5525,4319
5527,286
5528,486
5528,5795
5528,11565
5528,9496
5528,12362
5528,6571
5528,10876
5528,4771
5528,6110
5528,4501
5528,9423
5528,3841
5528,3456
5528,9747
5528,89
5528,12719
5528,12025
5528,10757
5528,12695
5528,10603
5528,1635
5528,6780
5528,3730
5528,8449
5528,6713
5528,8730
5528,12287
5528,4010
5528,8493
5528,6402
5528,12363
5528,811
5528,1848
5528,5703
5528,7476
5528,8088
5528,11207
5528,1277
5528,9068
5528,2804
5528,5868
5528,3812
5528,12653
5528,1184
5528,8274
5528,9427
5528,8099
5528,11263
5528,10678
5528,6935
5528,9527
5528,2986
5528,8525
5528,12001
5528,4755
5528,5031
5528,4243
5528,5046
5528,1366
5528,7156
5528,3164
5528,1320
5528,1483
5528,4752
5530,9541
5530,7937
5534,3199
5534,10113
5534,12551
5534,7423
5535,3164
5535,8869
5535,10305
5535,5646
5535,9606
5535,6551
5535,207
5535,4185
5535,425
5535,5795
5535,9355
5535,5207
5535,5511
5535,9590
5535,8912
5535,5015
5538,5736
5538,9264
5538,1065
5539,5356
5540,2622
5540,9421
5540,2400
5540,5169
5541,12031
5541,12287
5542,10685
5543,2170
5544,12104
5546,4959
5546,2709
5547,2811
5547,4340
5547,9864
5549,8639
5549,1052
5549,10368
5549,10087
5549,6936
5549,6908
5549,7854
5549,12176
5552,12367
5552,10147
5553,2291
5554,11325
5556,9734
5557,11383
5557,9947
5557,6478
5560,9397
5560,7392
5560,8729
5560,4806
5561,125
5562,7935
5563,6841
5563,5027
5563,7645
5563,11503
5566,10223
5566,3297
5567,3686
5567,12439
5567,1238
5567,5584
5568,9142
5569,5142
5569,7795
5569,11914
5569,12429
5569,3872
5569,4305
5569,5004
5569,2302
5569,11586
5569,7643
5569,8027
5569,6575
5569,2474
5569,9030
5569,4549
5569,167
5569,3953
5569,7710
5569,6942
5570,6753
5570,12605
5570,12272
5570,6644
5572,11273
5572,3192
5572,9438
5572,1424
5572,2994
5572,12363
5572,5508
5572,8700
5572,11018
5572,4162
5572,6964
5572,3777
5572,6818
5572,8277
5572,5744
5572,2779
5572,3750
5572,6350
5572,554
5572,7354
5572,6477
5572,2530
5572,10717
5572,2675
5572,9961
5572,10644
5572,6774
5572,2080
5572,4718
5572,8145
5573,7279
5575,10495
5576,3505
5576,11444
5577,6803
5577,6143
5577,6844
5578,5452
5578,10125
5579,5927
5580,9774
5582,938
5582,609
5582,10534
5583,10305
5583,2169
5583,6282
5583,12473
5583,3812
5583,11565
5583,5309
5586,7568
5586,10470
5588,9248
5588,9776
5588,11912
5588,4579
5589,10034
5591,12276
5592,11667
5592,6961
5595,10849
5595,10405
5600,10020
5600,10594
5600,4701
5600,10485
5601,4487
5605,11346
5605,4713
5608,598
5608,1467
5608,4962
5608,12528
5610,5011
5610,780
5610,14
5611,11160
5612,3994
5613,8852
5614,6573
5614,767
5614,12266
5614,3794
5614,11841
5614,10168
5616,12266
5616,12615
5620,6979
5621,10820
5623,3508
5623,1705
5623,3812
5623,11456
5623,6532
5623,10080
5623,11922
5623,482
5623,9003
5623,5757
5626,9709
5626,7411
5626,7910
5626,5908
5626,2397
5626,1126
5626,11365
5626,8290
5626,7508
5626,2369
5626,6028
5626,7752
5626,4926
5626,5284
5626,7304
5626,11463
5626,1134
5626,9801
5626,7608
5626,5516
5626,11279
5626,2941
5626,7641
5626,6682
5626,4042
5626,4859
5626,8905
5626,2266
5626,7851
5626,8404
5626,9605
5626,3737
5626,10826
5626,10256
5626,1920
5627,9925
5627,11996
5627,6370
5627,12271
5627,4299
5630,8322
5634,1866
5634,3526
5635,2701
5635,3615
5636,1484
5636,11275
5639,11359
5639,11607
5639,628
5639,1992
5640,5843
5640,3034
5641,6759
5641,11404
5641,9312
5641,237
5646,8879
5647,3629
5648,4780
5648,11132
5648,9541
5648,11026
5648,11931
5648,8296
5648,10637
5648,5690
5648,319
5648,9162
5648,11096
5648,7555
5648,11617
5648,5938
5648,8908
5648,1214
5648,5191
5648,2100
5648,9575
5648,10347
5648,7955
5648,9151
5648,704
5648,12501
5648,3261
5648,6992
5648,3197
5648,2042
5648,7022
5648,9407
5648,8165
5648,2925
5648,5664
5648,5634
5648,10797
5648,4046
5648,6431
5648,6963
5648,8601
5648,11792
5648,1385
5648,5961
5648,8450
5648,10961
5648,3603
5648,4455
5648,7683
5648,12476
5648,5890
5648,143
5648,9260
5648,5520
5648,12148
5648,737
5648,4153
5648,68
5648,6869
5648,4581
5648,12323
5648,9617
5648,3425
5648,5467
5648,2080
5648,8286
5648,6745
5648,3824
5648,7023
5648,5503
5648,8272
5648,9357
5648,3468
5648,3143
5648,9965
5648,4136
5648,11888
5648,10174
5648,11314
5648,1467
5648,11151
5648,4340
5648,2104
5648,9956
5648,3219
5648,12187
5648,740
5648,7445
5648,7409
5648,3948
5649,7459
5649,12024
5650,4685
5651,9149
5651,7535
5651,7424
5651,735
5651,4994
5652,3478
5652,9311
5652,10200
5653,6323
5655,2702
5655,1267
5655,11225
5656,3392
5656,11767
5656,10456
5656,12298
5657,11912
5658,8225
5658,1393
5658,1584
5658,8758
5659,6275
5659,12412
5659,3083
5659,9076
5659,4220
5659,12528
5659,2964
5659,3079
5659,9729
5659,9388
5659,5977
5659,735
5659,9327
5659,10482
5659,5156
5659,56
5659,10027
5659,12410
5659,10228
5659,2112
5659,12437
5659,8975
5659,10304
5659,4704
5659,1271
5659,5208
5659,3187
5659,9664
5659,3825
5659,7962
5659,8833
5659,3529
5659,1992
5660,4145
5660,4495
5662,4189
5662,7177
5662,9693
5662,228
5662,1816
5662,9878
5662,10752
5662,1582
5662,10464
5662,519
5662,10799
5662,6463
5664,7410
5665,8543
5666,4987
5666,10670
5666,2047
5668,5485
5668,5447
5668,12421
5670,11557
5670,11148
5670,10408
5670,5080
5670,9019
5671,5233
5671,6598
5671,228
5671,7712
5677,6153
5678,5992
5679,2337
5681,8124
5681,2372
5681,467
5681,11093
5682,11720
5682,8811
5682,5051
5682,6005
5683,10410
5683,9415
5683,5503
5683,10783
5687,4367
5687,12107
5689,109
5689,11790
5693,8402
5694,1952
5694,11802
5695,2368
5696,11001
5697,2294
5697,8206
5697,4786
5697,7440
5697,5183
5697,183
5697,5007
5697,74
5698,3888
5698,5142
5699,775
5699,4558
5699,3990
5699,8101
5700,11356
5700,12277
5701,3300
5701,10900
5701,10474
5701,12716
5703,2060
5704,10278
5704,462
5704,7355
5704,4383
5704,7598
5704,4165
5704,3215
5704,9118
5706,4066
5706,986
5706,3091
5707,12533
5708,5897
5711,6602
5713,5199
5715,2940
5715,9207
5715,9035
5715,1684
5717,4388
5717,7475
5718,9747
5718,6803
5719,10549
5719,4776
5719,458
5720,10175
5720,11535
5720,3342
5725,9388
5725,9098
5725,8057
5725,2112
5725,14
5725,377
5725,9937
5725,7858
5725,3607
5725,657
5725,735
5725,697
5726,3297
5727,11303
5728,5998
5730,5562
5730,9630
5730,253
5730,5604
5730,12287
5730,12502
5731,9712
5731,7205
5731,8167
5731,5117
5732,4071
5732,2560
5732,10421
5732,9705
5732,11865
5733,11909
5734,10345
5734,6602
5734,3243
5734,444
5736,5107
5736,12134
5736,1354
5736,11178
5736,5951
5738,8576
5738,10594
5738,8166
5738,3392
5738,9567
5738,3459
5738,2361
5738,5164
5738,6407
5738,3243
5739,1015
5739,3236
5739,2047
5741,4772
5741,9149
5743,3377
5743,10637
5743,2714
5745,11520
5745,8261
5748,1182
5750,6053
5750,4493
5751,11668
5751,2859
5751,3619
5752,10562
5755,3332
5755,8174
5755,9031
5757,2437
5758,12470
5758,5795
5758,11977
5758,9051
5760,9529
5760,4259
5760,7378
5762,6265
5762,11746
5762,7047
5762,6590
5762,11074
5763,5280
5769,2216
5769,839
5769,5557
5769,2976
5769,370
5769,10456
5769,12287
5769,8043
5769,6817
5770,7862
5770,11653
5770,4974
5770,775
5771,5951
5772,4590
5773,8476
5773,5162
5773,8642
5776,7004
5777,4414
5777,9367
5778,11947
5779,12655
5780,12728
5780,2449
5780,3306
5780,2903
5780,1210
5780,6836
5780,10826
5780,3509
5780,4897
5780,6558
5780,137
5780,10075
5780,7097
5780,6568
5780,338
5780,12441
5780,4482
5780,3030
5780,8784
5780,9186
5780,3812
5782,9269
5783,1864
5786,11658
5788,12514
5788,10809
5788,5085
5789,11483
5789,9245
5789,3929
5791,1878
5792,8415
5792,12547
5793,2035
5795,775
5795,9124
5795,6434
5795,6183
5795,9986
5795,5943
5795,2781
5795,6682
5795,7803
5796,8372
5796,8930
5797,5882
5797,8576
5800,7532
5801,7204
5802,4826
5802,10041
5802,2627
5803,8584
5804,2012
5804,4538
5804,470
5804,11212
5804,8921
5804,164
5804,10872
5804,608
5804,12452
5804,5423
5804,4302
5804,2747
5805,5422
5806,5427
5806,5651
5806,1677
5807,6532
5807,4383
5807,2755
5809,2511
5810,10709
5811,12514
5811,8323
5811,2959
5811,9269
5812,7607
5812,6032
5812,6435
5812,28
5812,9264
5812,2997
5812,11528
5812,10649
5812,6040
5812,4774
5812,484
5812,10799
5815,6523
5817,3556
5817,7836
5817,1508
5817,1416
5817,1562
5820,10496
5821,1691
5822,6571
5822,6502
5822,6550
5822,10148
5822,4790
5822,6844
5828,9376
5829,5115
5829,6629
5829,317
5829,8096
5831,2291
5831,6621
5831,12016
5831,11026
5831,11744
5831,10391
5831,11936
5831,2649
5831,10456
5831,1015
5831,7645
5831,4076
5831,11863
5831,7729
5831,5972
5831,5027
5831,6107
5831,2859
5832,6304
5834,9541
5836,3341
5836,760
5836,4974
5836,6496
5838,261
5838,7975
5839,4514
5839,6621
5839,9228
5840,11434
5840,3028
5840,2586
5840,2543
5842,7486
5844,6576
5844,679
5845,10732
5845,10408
5845,1800
5845,1072
5845,12287
5845,2183
5845,1205
5845,3106
5845,12148
5845,7484
5845,4955
5845,9848
5845,8601
5845,12400
5845,6569
5845,5080
5845,1028
5846,4844
5846,8439
5846,5459
5846,4649
5847,5539
5851,10229
5853,2560
5853,5008
5854,3545
5855,1089
5857,9124
5857,4335
5857,5364
5857,5889
5857,5757
5857,9160
5857,3978
5857,10066
5857,4895
5857,11132
5857,1206
5857,3728
5857,11590
5857,5851
5857,5043
5857,12389
5857,4064
5857,11309
5857,6162
5857,3238
5857,430
5857,11921
5857,9068
5857,10013
5857,1986
5857,567
5863,7469
5863,11018
5863,8700
5863,3044
5865,4940
5866,6935
5866,1518
5866,11433
5867,9083
5867,10820
5867,3689
5869,12610
5869,12417
5869,1878
5869,7329
5869,2338
5869,2907
5871,4905
5872,5106
5872,5033
5872,11302
5872,365
5872,3176
5872,11429
5872,6167
5872,173
5872,1714
5872,1075
5872,4329
5872,12465
5872,7400
5872,3560
5873,10720
5873,7092
5873,2057
5874,7399
5874,2781
5874,1938
5874,8128
5874,5310
5874,7626
5875,12533
5875,6006
5877,6453
5878,2858
5878,5137
5878,2207
5878,3361
5878,5646
5878,8321
5878,3099
5878,12352
5878,48
5878,824
5878,3352
5878,5331
5878,4420
5878,7623
5878,2332
5878,1484
5878,11401
5878,2969
5878,10686
5878,816
5879,543
5879,8274
5879,12600
5880,11969
5880,8323
5880,9306
5880,11116
5881,7897
5881,8087
5882,4407
5883,9644
5883,8958
5884,8332
5884,2242
5884,10139
5884,6339
5884,7601
5884,9324
5884,6762
5884,6403
5884,2397
5884,12789
5884,1265
5884,9690
5885,12169
5888,2057
5888,5526
5888,10371
5888,6983
5895,7951
5895,2639
5895,9600
5895,252
5895,8019
5895,6376
5897,10298
5897,9245
5897,4122
5897,2627
5897,12230
5897,10580
5897,3460
5897,8949
5900,11212
5900,3802
5902,12136
5904,2892
5904,809
5906,9542
5906,9478
5906,8715
5910,1335
5910,2985
5910,7369
5910,3725
5910,2303
5910,8746
5910,10003
5910,10421
5910,10601
5910,6199
5910,3839
5910,1514
5910,2176
5910,7194
5910,2095
5910,5552
5910,11742
5910,8045
5910,6718
5910,254
5910,10104
5910,1600
5910,12327
5910,2739
5910,6317
5910,9277
5910,3525
5910,231
5910,6096
5910,1777
5910,6293
5910,1577
5910,3730
5910,6689
5910,4195
5910,558
5910,1605
5911,11719
5912,7669
5912,7235
5912,5080
5912,5611
5912,9828
5912,795
5912,7933
5912,8631
5912,11224
5912,1504
5912,3106
5912,1044
5912,10205
5912,12685
5912,2485
5912,3502
5912,8952
5912,1544
5912,7670
5912,2498
5912,11143
5912,2564
5912,5295
5912,1107
5912,2172
5912,12179
5912,11501
5912,2104
5914,6407
5915,8818
5915,10981
5915,4501
5915,10815
5915,3068
5915,1394
5917,9495
5917,10362
5919,12726
5923,2954
5923,3880
5923,11224
5923,765
5924,4052
5924,11425
5926,2179
5930,357
5930,3703
5930,11006
5930,786
5930,6357
5930,12095
5930,8979
5930,2524
5930,2445
5930,6514
5930,3710
5930,10290
5930,8193
5930,4957
5930,5601
5930,10050
5930,3489
5930,12742
5930,863
5930,6848
5930,2504
5930,9831
5931,2795
5931,5690
5931,11269
5931,8219
5931,718
5931,7803
5931,2297
5931,1983
5931,9302
5931,5381
5931,1483
5931,3367
5933,4555
5933,6698
5935,2824
5935,12643
5936,5997
5937,3246
5941,3376
5941,8781
5941,10327
5941,6171
5941,7021
5942,825
5942,3099
5943,10870
5943,3948
5945,5686
5945,4175
5945,4833
5945,2652
5946,3045
5946,12298
5946,2092
5946,8631
5946,8101
5946,5004
5946,3619
5946,4360
5947,3864
5947,11413
5947,1210
5947,1685
5947,10105
5947,5565
5947,10051
5947,9633
5947,6316
5947,2701
5947,1132
5947,6565
5947,6496
5947,6975
5947,4028
5947,11960
5947,3442
5947,10398
5947,3487
5948,12650
5948,2983
5949,3571
5951,5280
5954,3348
5954,8586
5955,396
5955,12355
5955,8148
5955,4109
5955,9272
5955,7812
5955,748
5955,3868
5955,10059
5959,595
5959,1971
5959,6690
5961,12708
5961,5083
5961,6013
5963,1146
5967,8901
5967,5690
5967,12156
5967,4978
5967,1990
5967,6869
5967,7443
5967,12469
5967,10826
5967,11370
5973,2190
5973,4954
5974,8868
5974,10785
5974,4693
5974,3047
5974,3683
5974,5810
5974,2951
5974,5004
5974,4161
5974,7548
5974,1416
5976,11840
5977,8387
5977,796
5977,3842
5979,4801
5980,5156
5980,10223
5981,4642
5981,9212
5981,8287
5981,10794
5981,2094
5981,177
5981,744
5981,10491
5981,1083
5981,8850
5981,1827
5981,8291
5981,6334
5984,9707
5985,3397
5985,7562
5985,8884
5988,113
5991,469
5991,8116
5991,7936
5991,4851
5991,927
5991,6579
5991,6257
5991,1985
5991,2598
5991,11335
5991,10013
5991,9209
5991,4646
5991,6492
5991,8514
5991,5236
5991,2297
5993,1126
5994,3529
5996,1647
5996,8153
5996,2960
5996,2277
5999,4302
6000,2435
6002,1092
6003,1986
6004,3964
6005,9153
6005,8571
6005,1015
6006,5691
6006,1015
6006,12362
6007,9930
6007,6802
6007,362
6008,5671
6009,10572
6009,5805
6009,740
6009,2889
6009,4050
6009,3550
6009,2612
6009,10820
6009,5935
6009,2478
6009,323
6009,12259
6009,1748
6009,6021
6009,3582
6010,3835
6010,6372
6010,9606
6010,3246
6010,3812
6010,5944
6010,11077
6010,2497
6010,8101
6010,7797
6010,9051
6010,4379
6010,4383
6012,5613
6013,387
6014,11619
6014,7672
6015,10223
6015,9388
6015,10411
6015,9944
6015,12160
6015,8576
6015,6407
6015,6803
6015,7374
6015,7260
6015,6355
6015,12190
6015,2356
6015,7021
6015,2886
6015,6083
6015,61
6015,9334
6015,4907
6015,1046
6015,828
6015,3925
6015,3850
6015,7469
6015,1330
6015,4108
6015,6318
6015,8757
6015,3911
6015,4510
6015,12431
6015,9106
6015,735
6015,7233
6015,8113
6015,1171
6015,3942
6015,3364
6015,112
6015,1079
6015,6159
6015,4441
6015,5533
6015,339
6015,546
6015,33
6015,12784
6015,5977
6015,2165
6015,8763
6015,11781
6015,5882
6015,6919
6015,5164
6015,4457
6015,2858
6016,6275
6016,10367
6016,11176
6016,9327
6017,4015
6019,2587
6019,543
6021,2623
6021,4747
6022,3501
6023,938
6023,2496
6025,8921
6027,5115
6027,9383
6027,8370
6027,10815
6028,12164
6028,8153
6028,6973
6028,6046
6028,6803
6029,7229
6029,2951
6029,4855
6029,1963
6030,9476
6030,2077
6030,8073
6034,8988
6034,10603
6034,9249
6034,5972
6034,2874
6034,2059
6034,7806
6034,4747
6034,3929
6035,12079
6035,4536
6035,7475
6035,6885
6037,385
6037,12242
6038,1623
6039,2713
6039,12375
6039,543
6039,10004
6039,11941
6039,11404
6039,6936
6039,1992
6039,5004
6039,6803
6039,7643
6039,9777
6040,5280
6041,8585
6042,1137
6042,12171
6042,1956
6042,12341
6042,8151
6042,2856
6042,7690
6042,10012
6044,8662
6047,5004
6047,1341
6047,4987
6047,1314
6047,377
6047,12649
6047,11045
6049,2257
6052,11761
6053,1391
6053,5917
6053,1904
6053,9140
6053,2156
6053,8114
6053,11120
6055,6035
6061,11159
6061,1368
6061,7343
6062,4974
6064,7811
6064,8747
6064,12412
6064,12410
6066,11667
6066,297
6067,9263
6067,12623
6068,297
6068,3467
6069,6744
6070,10942
6070,12210
6071,9945
6071,8241
6071,10757
6072,12562
6073,2002
6074,3390
6075,8613
6075,99
6075,10925
6075,3526
6077,7114
6079,3482
6079,9770
6079,4013
6079,4667
6080,11038
6080,4716
6080,9698
6081,6706
6082,2046
6082,4642
6082,2720
6082,7356
6082,10750
6082,9138
6082,7545
6082,8938
6082,5811
6087,12226
6087,830
6087,10116
6087,76
6087,2128
6087,7093
6087,10494
6087,12187
6087,7022
6088,7459
6088,8592
6088,8631
6093,3273
6093,11829
6093,1223
6095,6064
6096,5656
6099,10782
6100,11650
6101,6402
6102,1918
6105,1021
6106,10315
6107,11521
6107,4325
6107,3164
6108,9930
6113,7643
6113,1878
6113,2250
6113,2331
6114,12360
6114,179
6115,4190
6116,6980
6116,1810
6116,618
6116,11301
6118,8924
6120,1387
6120,1035
6120,2685
6120,1601
6120,9719
6120,8387
6121,4105
6123,1781
6125,4590
6125,10453
6126,11221
6127,10537
6131,9312
6131,8700
6131,8323
6131,1396
6131,9464
6131,5085
6131,3175
6131,9327
6131,9698
6131,10223
6131,12568
6131,747
6132,1191
6134,729
6134,2565
6134,11466
6134,5763
6135,2421
6135,7708
6136,10298
6137,5372
6137,6698
6139,9777
6140,5675
6140,2552
6140,1361
6140,12247
6140,1903
6140,3049
6140,1797
6140,12165
6143,5004
6143,8268
6143,10682
6143,221
6144,3115
6145,5161
6146,279
6146,7175
6147,1966
6148,5040
6150,11597
6152,5399
6152,8757
6152,9777
6152,6903
6152,3630
6152,10261
6152,12447
6152,380
6152,11644
6152,2713
6152,8831
6152,735
6153,8438
6153,965
6154,782
6155,2317
6155,703
6158,4612
6159,8438
6159,2319
6159,2592
6159,1819
6159,8670
6160,7671
6160,9303
6160,2146
6161,6650
6162,8394
6162,6620
6163,6398
6163,6050
6163,11329
6163,10881
6167,4832
6167,6479
6168,9061
6168,4282
6168,1672
6168,11922
6169,5799
6169,1177
6170,9457
6174,457
6174,6733
6176,4898
6176,11982
6176,8839
6176,8926
6177,10860
6177,3503
6179,6833
6180,3615
6181,11749
6181,12330
6181,11299
6181,10168
6182,2049
6183,12608
6183,1758
6184,6084
6185,8766
6187,9875
6187,9120
6187,4120
6187,925
6187,7941
6187,5882
6187,4758
6187,11299
6187,8350
6187,2760
6187,2472
6187,12128
6189,2902
6189,6232
6189,9735
6190,9431
6190,4663
6191,2834
6191,10485
6192,7384
6194,3183
6194,12501
6194,7803
6194,7712
6194,6201
6194,1468
6194,293
6194,8387
6195,11184
6195,2730
6195,4130
6195,11916
6195,606
6197,9618
6197,3961
6197,11144
6197,3096
6197,2299
6197,8947
6197,2891
6198,616
6199,3281
6199,514
6199,373
6200,3091
6200,5212
6200,5967
6200,2795
6201,8927
6201,962
6201,6703
6201,3732
6202,10635
6202,12247
6204,10401
6204,9934
6205,708
6207,9658
6208,8309
6208,8563
6208,297
6208,991
6208,9682
6209,9554
6211,7992
6211,10207
6213,4187
6214,7118
6216,7031
6217,3296
6221,8308
6221,9415
6221,4581
6221,5607
6221,5515
6221,11863
6221,12754
6221,7961
6221,7385
6221,7627
6221,1748
6222,2332
6222,9494
6222,5892
6222,5322
6223,9592
6223,11005
6223,6803
6223,7683
6225,6892
6226,5825
6229,7905
6231,1185
6231,10873
6232,11711
6233,6184
6234,10315
6234,8356
6234,9326
6234,162
6235,12514
6235,8070
6235,2022
6236,8358
6236,5357
6237,2601
6238,5039
6239,12114
6239,5065
6241,11981
6241,3605
6242,10470
6242,248
6242,5572
6242,5874
6242,5766
6242,1797
6242,5085
6242,7968
6242,4895
6242,6504
6242,6983
6242,5804
6242,38
6243,2146
6243,10223
6245,6781
6245,1150
6245,11342
6245,8101
6245,1689
6246,3068
6246,3802
6247,2425
6247,3592
6247,955
6248,6203
6248,10458
6249,782
6249,396
6250,4151
6250,7266
6250,7515
6250,5682
6253,4385
6253,6328
6253,8392
6253,4501
6254,5334
6255,12516
6255,6286
6255,4140
6255,12138
6255,10475
6255,6394
6255,2767
6255,7590
6255,10315
6255,9979
6255,2656
6255,10953
6255,6627
6255,5440
6255,3663
6255,7864
6256,9460
6256,6888
6257,2762
6257,3014
6257,12473
6257,10316
6257,1867
6257,3939
6257,9757
6257,9918
6257,5261
6257,11872
6257,5896
6257,3006
6257,1491
6257,11180
6257,10563
6257,11125
6257,2581
6257,2443
6257,11861
6257,5066
6257,10305
6257,6066
6257,4327
6257,6405
6257,4162
6257,6807
6257,10039
6257,5007
6257,9961
6257,12363
6257,8536
6257,8478
6257,2860
6257,2691
6257,8398
6257,4783
6257,6695
6257,7835
6257,8506
6257,3461
6257,8202
6257,7929
6258,8281
6259,9803
6261,2186
6268,12211
6268,440
6269,8912
6269,246
6269,4239
6270,9234
6270,11096
6270,6769
6272,11314
6274,8502
6275,5682
6275,3902
6278,11936
6278,782
6278,1887
6278,7082
6279,11345
6279,759
6279,8203
6279,7092
6279,2224
6279,5082
6279,3999
6279,4520
6279,10144
6279,9859
6279,411
6279,10203
6279,11738
6279,3839
6279,9861
6279,7610
6279,10573
6279,11085
6279,9913
6279,434
6279,508
6280,12678
6280,2762
6280,811
6281,12263
6281,9158
6282,6563
6282,3040
6282,7605
6283,5757
6283,11751
6283,1933
6283,7002
6283,5464
6283,7858
6283,5581
6283,12790
6283,5436
6283,10678
6283,10322
6283,12362
6283,7725
6283,12071
6283,2671
6283,4826
6284,8912
6287,4285
6287,8777
6287,4398
6287,9347
6288,8689
6288,9011
6288,6299
6288,1280
6291,4501
6291,4819
6292,12289
6292,12065
6292,7145
6294,12549
6294,6549
6294,12287
6295,5819
6295,10996
6297,1355
6297,12344
6297,12293
6297,2669
6297,3865
6297,4845
6297,3233
6297,6943
6297,6689
6297,8819
6297,1021
6297,10552
6297,1245
6297,2737
6297,8173
6297,1037
6297,3117
6297,39
6297,8998
6297,2886
6297,11208
6297,9075
6297,8776
6297,1336
6297,10620
6297,7419
6297,2801
6297,11221
6297,5477
6297,5833
6297,4140
6297,7986
6297,6983
6297,12010
6297,6592
6297,6214
6297,4573
6297,437
6297,6439
6297,11183
6297,7864
6297,10475
6297,1384
6297,10507
6297,1516
6297,5988
6297,9788
6297,9597
6297,8805
6297,11484
6297,1989
6297,6151
6297,8420
6297,3820
6297,4608
6297,1134
6297,874
6297,6286
6297,12113
6297,2736
6297,4852
6297,2138
6298,12707
6301,4908
6301,10298
6302,6634
6302,2427
6302,2275
6302,126
6303,76
6304,3975
6305,12560
6305,9300
6307,2137
6308,9841
6308,6179
6309,5480
6309,3582
6309,5935
6309,6254
6309,4502
6309,12156
6309,795
6309,11072
6309,12718
6309,4978
6309,10769
6309,3859
6309,6019
6309,8743
6309,10572
6309,8189
6309,10456
6309,12287
6309,5058
6309,3179
6309,6265
6309,2080
6309,2485
6309,6634
6309,6817
6309,10003
6309,782
6309,8241
6309,6713
6309,3093
6309,12026
6309,8271
6309,8101
6309,10993
6309,2667
6309,851
6309,8292
6309,5345
6309,2148
6309,11867
6309,6328
6309,12298
6309,11291
6309,10412
6309,6287
6309,2274
6309,4315
6309,1801
6309,9068
6309,3469
6309,5972
6309,5226
6309,5805
6309,11993
6309,337
6309,10937
6309,9708
6309,8631
6309,3238
6309,4243
6309,4974
6309,11497
6309,11149
6309,6268
6309,6314
6309,10990
6309,3091
6309,3390
6309,6656
6309,7933
6309,2791
6309,2316
6309,11571
6309,3392
6310,10693
6310,2207
6315,8045
6320,5432
6320,12412
6320,9159
6321,7333
6321,10118
6322,12449
6322,1986
6322,977
6323,3552
6323,4368
6323,2094
6323,8323
6323,6651
6323,8315
6323,5926
6323,7798
6323,1996
6323,6751
6323,1083
6323,6548
6323,6334
6323,8586
6323,5004
6323,9464
6327,10792
6327,3868
6327,2421
6329,377
6329,729
6329,4642
6329,1993
6329,7246
6329,10664
6329,4935
6329,7233
6329,2536
6329,6803
6329,7423
6329,9848
6329,11813
6329,2305
6329,19
6329,319
6329,2125
6329,4669
6329,8580
6329,10204
6329,9337
6329,3913
6329,3620
6329,9747
6329,7253
6329,11498
6329,11622
6329,2104
6329,9253
6329,7378
6329,5526
6329,7021
6329,8319
6329,619
6329,336
6329,7545
6329,12431
6329,9263
6329,4153
6329,10720
6330,2497
6330,2099
6330,8019
6332,3689
6332,10901
6332,10648
6332,5962
6333,8334
6333,2976
6333,11306
6334,3967
6334,10034
6334,6713
6334,5868
6335,6691
6335,11736
6336,9019
6336,8268
6336,7423
6336,543
6338,1672
6338,5897
6338,3217
6338,6434
6339,8371
6342,3293
6345,4290
6345,6279
6345,4756
6345,2921
6345,3705
6349,5410
6349,4529
6349,8707
6352,2976
6352,11993
6352,7966
6352,5646
6352,6019
6352,3880
6352,10937
6352,6828
6352,3488
6352,612
6352,881
6352,7264
6352,9848
6352,1920
6352,4974
6352,1725
6352,5080
6352,10742
6352,6628
6352,1107
6352,8636
6352,1361
6352,366
6352,1339
6352,1685
6352,8426
6352,3246
6352,7620
6352,3929
6352,7659
6352,6576
6352,31
6352,7627
6352,5295
6352,3307
6352,9459
6353,6791
6353,1912
6353,11192
6353,12708
6354,12582
6354,11621
6359,12412
6359,3629
6360,1089
6360,2110
6361,5328
6361,10113
6361,10371
6362,4206
6362,4810
6362,12572
6363,3347
6363,3887
6363,9976
6367,6319
6367,1071
6368,4145
6369,8426
6369,10040
6369,6402
6369,8096
6369,11993
6369,2100
6369,10456
6369,7082
6370,3175
6370,11244
6370,7484
6370,4029
6370,11434
6370,5572
6370,10034
6370,3197
6370,1176
6370,12660
6370,9474
6370,8571
6370,5094
6370,10860
6370,4016
6372,4204
6372,5482
6373,6983
6373,3187
6373,12306
6373,4716
6373,1762
6373,3130
6373,4962
6373,12412
6373,10304
6373,5833
6373,11034
6375,11739
6376,1865
6376,6487
6377,3044
6379,1990
6379,5503
6379,2034
6379,9956
6379,8811
6379,5989
6379,2764
6379,7955
6379,2795
6379,6621
6379,5377
6379,4559
6379,646
6379,4013
6379,7122
6379,3272
6379,7443
6379,1979
6379,1143
6379,3107
6379,7555
6379,4242
6379,2398
6379,1015
6379,494
6381,2475
6381,10156
6381,628
6381,1324
6383,9385
6384,9777
6384,543
6386,4409
6386,3583
6387,6234
6389,4667
6389,11855
6391,4006
6391,137
6391,2072
6394,6407
6394,6629
6394,8571
6394,4607
6394,9474
6394,4104
6394,745
6394,8049
6394,3550
6396,1808
6397,3619
6397,3488
6397,8402
6397,2250
6398,1517
6398,3774
6398,9081
6398,9327
6400,12562
6400,10937
6400,6944
6400,5327
6400,9626
6400,9294
6400,10339
6400,4945
6400,11181
6400,145
6400,917
